Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
CRWS,"Crown Crafts, Inc.",7.96,78507147.72,n/a,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/crws
CRWN,"Crown Media Holdings, Inc.",3.13,1125785680,n/a,1983,Consumer Services,Television Services,http://www.nasdaq.com/symbol/crwn
CRMB,"Crumbs Bake Shop, Inc.",0.99,11921696.82,n/a,n/a,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/crmb
CRMBU,"Crumbs Bake Shop, Inc.",1.1,0,n/a,n/a,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/crmbu
CRMBW,"Crumbs Bake Shop, Inc.",0.09,0,n/a,n/a,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/crmbw
CSGS,"CSG Systems International, Inc.",27.95,945894241.5,n/a,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/csgs
CSPI,CSP Inc.,7.97,27852687.27,n/a,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/cspi
CSRE,CSR plc,32.2,1335212187,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/csre
CTCM,"CTC Media, Inc.",11.95,1860743092,n/a,2006,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ctcm
CTIB,CTI Industries Corporation,5.55,18029985.3,n/a,1997,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/ctib
CTRP,"Ctrip.com International, Ltd.",48.16,6232796694,n/a,2003,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp
CUNB,CU Bancorp (CA),17.68,195759890.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cunb
CBST,"Cubist Pharmaceuticals, Inc.",64.66,4788751930,n/a,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbst
CBSTZ,"Cubist Pharmaceuticals, Inc.",1.86,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbstz
CUI,"CUI Global, Inc.",6.06,124618827.8,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cui
CPIX,Cumberland Pharmaceuticals Inc.,4.99,90347692.5,n/a,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix
CMLS,Cumulus Media Inc.,6.53,1339857730,n/a,1998,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cmls
CRIS,"Curis, Inc.",2.72,233370644.3,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris
CUBI,"Customers Bancorp, Inc",16.5,407449729.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubi
CUBIL,"Customers Bancorp, Inc",25.65,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubil
CUTR,"Cutera, Inc.",9.44,133308602.6,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,14.96,1574384925,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,12.92,78603923.4,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv
CYAN,Cyanotech Corporation,4.81,26384716.28,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan
CYBX,"Cyberonics, Inc.",63.12,1725713361,n/a,1993,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cybx
CYBE,CyberOptics Corporation,5,32780655,n/a,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe
CYCC,"Cyclacel Pharmaceuticals, Inc.",4.195,78411757.01,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",8.1,3408982.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp
CYNO,"Cynosure, Inc.",24.1,539704823.1,n/a,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cyno
CY,Cypress Semiconductor Corporation,8.98,1356891057,n/a,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
CONE,CyrusOne Inc,21.36,469738888.6,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone
CYTK,"Cytokinetics, Incorporated",6.3,185919558.3,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk
CYTX,Cytori Therapeutics Inc,2.39,160776413.7,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx
CYTXW,Cytori Therapeutics Inc,0.62,0,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytxw
CYTR,CytRx Corporation,2.15,90247135.8,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr
DAEG,Daegis Inc,0.88,14418310.72,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/daeg
DJCO,Daily Journal Corp. (S.C.),142,196065932,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",14.07,598358491.9,n/a,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt
DARA,"DARA Biosciences, Inc.",0.47,14557709.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dara
DAIO,Data I/O Corporation,2.6,20243737.8,n/a,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio
DTLK,Datalink Corporation,10.23,231930897.7,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/dtlk
DRAM,Dataram Corporation,2.4099,4228559.954,n/a,1984,Technology,Electronic Components,http://www.nasdaq.com/symbol/dram
DWCH,Datawatch Corporation,31.45,206044769.4,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch
DWSN,Dawson Geophysical Company,30.8,250580237.6,n/a,1981,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dwsn
TRAK,"Dealertrack Technologies, Inc.",41.37,1815985132,n/a,2005,Technology,EDP Services,http://www.nasdaq.com/symbol/trak
DECK,Deckers Outdoor Corporation,77.04,2660710218,n/a,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/deck
DHRM,Dehaier Medical Systems Limited,3.73,17232600,n/a,2010,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dhrm
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",21.33,507967380.4,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg
DCTH,"Delcath Systems, Inc.",0.3163,39945419.14,n/a,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dcth
DLIA,dELIA*s Inc.,1.4,67023600,n/a,1996,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/dlia
DGAS,"Delta Natural Gas Company, Inc.",21.36,147836127.1,n/a,1981,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/dgas
DNDN,Dendreon Corporation,2.83,445689124.1,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dndn
DENN,Denny&#39;s Corporation,7.01,625554720.8,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn
XRAY,DENTSPLY International Inc.,47.83,6823056448,n/a,1987,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xray
DEPO,"Depomed, Inc.",7.98,454752756.8,n/a,1995,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo
DSCI,"Derma Sciences, Inc.",11.57,199988421.9,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dsci
DEST,Destination Maternity Corporation,32.16,435993538.1,n/a,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest
DXLG,"Destination XL Group, Inc.",6.41,326479241.6,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dxlg
DSWL,"Deswell Industries, Inc.",2.44,39762754.84,n/a,1995,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl
DXM,"Dex Media, Inc.",5.27,92752790.5,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/dxm
DXCM,"DexCom, Inc.",32.22,2312870975,n/a,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm
DLLR,DFC Global Corp,12.87,499688071.7,n/a,2005,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dllr
DMND,"Diamond Foods, Inc.",23.4,522722959.2,n/a,2005,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/dmnd
DHIL,"Diamond Hill Investment Group, Inc.",119.48,390010200.4,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil
FANG,"Diamondback Energy, Inc.",48.76,2294992576,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang
DCIX,Diana Containerships Inc.,4.09,138991124.4,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix
DGII,Digi International Inc.,10.81,277956308.5,n/a,1989,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii
DMRC,Digimarc Corporation,18.06,131644541.3,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc
DRAD,Digirad Corporation,4.6,84746089.8,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad
DGLY,"Digital Ally, Inc.",9.5,21095035,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly
DCIN,Digital Cinema Destinations Corp.,5.03,38312066.39,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/dcin
DGIT,"Digital Generation, Inc.",11.56,323517662.9,n/a,1996,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/dgit
DRIV,"Digital River, Inc.",17.29,578048374.5,n/a,1998,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/driv
DCOM,"Dime Community Bancshares, Inc.",16.26,595091658.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom
DIOD,Diodes Incorporated,19.41,905662797.2,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod
DTV,DIRECTV,63.45,33339296296,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/dtv
DISCA,"Discovery Communications, Inc.",85.23,20246357437,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
DISCB,"Discovery Communications, Inc.",85.72,561143435.6,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb
DISCK,"Discovery Communications, Inc.",79.15,7064656487,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
DSCO,"Discovery Laboratories, Inc.",2.01,169843034.2,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dsco
DISH,DISH Network Corporation,49.29,22565166011,n/a,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish
DVCR,Diversicare Healthcare Services Inc.,4.76,28950172.44,n/a,1991,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr
BAGR,"Diversified Restaurant Holdings, Inc.",5.62,146432331.5,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bagr
DLHC,DLH Holdings Corp.,1.19,11088660.38,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc
DNBF,DNB Financial Corp,21.2,58383337.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf
DLTR,"Dollar Tree, Inc.",58.92,13139600545,n/a,1995,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr
DGICA,"Donegal Group, Inc.",16.03,420921558.9,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",21.7899,558685932.5,n/a,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb
DMLP,"Dorchester Minerals, L.P.",24.15,740811658.7,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp
DORM,"Dorman Products, Inc.",48.44,1767155335,n/a,1981,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm
HILL,Dot Hill Systems Corporation,2.62,154578155.5,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/hill
DBLE,Double Eagle Petroleum Company,1.96,22248767.52,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dble
DBLEP,Double Eagle Petroleum Company,20.26,32618600,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dblep
DOVR,"Dover Saddlery, Inc.",4.9001,26209429.48,n/a,2005,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dovr
DRWI,DragonWave Inc,1.19,59524929.31,n/a,2009,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwi
DWA,"Dreamworks Animation SKG, Inc.",32.03,2683904748,n/a,2004,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/dwa
DRYS,DryShips Inc.,2.97,1261543865,n/a,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/drys
DSKX,"DS Healthcare Group, Inc.",2.02,27812018.52,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/dskx
DSPG,"DSP Group, Inc.",8.11,182976141.2,n/a,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg
DTSI,"DTS, Inc.",21.17,380731949.7,n/a,1985,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dtsi
DNKN,"Dunkin&#39; Brands Group, Inc.",46.72,4983764055,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
DRTX,"Durata Therapeutics, Inc.",10.14,270044383.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drtx
DRRX,Durect Corporation,1.49,162732176.7,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx
DXPE,"DXP Enterprises, Inc.",93.88,1335279179,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe
DYAX,Dyax Corp.,7.89,955083845.1,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/dyax
DLNG,Dynagas LNG Partners LP,18.25,546952500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dlng
BOOM,Dynamic Materials Corporation,22.19,305334555.3,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom
DRCO,Dynamics Research Corporation,7.24,76127593.64,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/drco
DYSL,Dynasil Corporation of America,0.955,14719525.78,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dysl
DYNT,Dynatronics Corporation,3.7701,9496519.97,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,1.5,393937665,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,17.42,5002989439,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/etfc
EOPN,"E2open, Inc.",22.66,600655871.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/eopn
EBMT,"Eagle Bancorp Montana, Inc.",10.8531,42312818.17,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",30.57,788753169.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,2.75,45810646.75,n/a,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/egle
EROC,"Eagle Rock Energy Partners, L.P.",5.4,861791740.2,n/a,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eroc
ELNK,"EarthLink, Inc.",5.02,511780676.8,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/elnk
EWBC,"East West Bancorp, Inc.",33.6,4627993104,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc
EML,Eastern Company (The),17.13,106579725.2,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/eml
EIHI,"Eastern Insurance Holdings, Inc.",24.45,193632435.2,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/eihi
EVBS,"Eastern Virginia Bankshares, Inc.",6.7,79223258.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbs
EBAY,eBay Inc.,50.39,65234787627,n/a,1995,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebay
EBIX,"Ebix, Inc.",14.1,535650243.9,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ebix
ELON,Echelon Corporation,2.27,98378703.72,n/a,1998,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elon
ECHO,"Echo Global Logistics, Inc.",20.04,470308880.3,n/a,2009,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/echo
ECTE,"Echo Therapeutics, Inc.",2.28,24068320.68,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ecte
SATS,EchoStar Corporation,49.78,4487557733,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats
EEI,"Ecology and Environment, Inc.",10.74,46073343.42,n/a,1987,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei
EDAP,EDAP TMS S.A.,2.55,55563658.5,n/a,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap
EDGW,"Edgewater Technology, Inc.",7.12,77468020.8,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/edgw
EDMC,Education Management Corporation,12.29,1537119628,n/a,1984,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/edmc
EDUC,Educational Development Corporation,2.951,11716107.42,n/a,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/educ
EVAC,Edwards Group Limited,10.17,1147693368,n/a,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/evac
EFUT,eFuture Information Technology Inc.,4.25,16903189.25,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/efut
EGAN,eGain Corporation,11.53,292189743.4,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/egan
EHTH,"eHealth, Inc.",44.12,821573829.6,n/a,2006,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth
BAGL,"Einstein Noah Restaurant Group, Inc.",15.77,277134662.7,n/a,1995,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bagl
EMITF,Elbit Imaging Ltd.,1.12,27891146.08,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf
ESLT,Elbit Systems Ltd.,53.37,2264458946,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt
ESYS,Elecsys Corporation,9.58,37111128.54,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esys
ELRC,Electro Rent Corporation,18.75,449942362.5,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/elrc
ESIO,"Electro Scientific Industries, Inc.",9.77,293278126.6,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esio
EA,Electronic Arts Inc.,23,7109818236,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",37.6,1768755700,n/a,1992,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",4,13578828,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/else
RDEN,"Elizabeth Arden, Inc.",37.33,1104000108,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/rden
ESBK,Elmira Savings Bank NY (The),23.46,53374549.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esbk
LONG,"eLong, Inc.",17.3,596202080.4,n/a,1987,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/long
ELTK,Eltek Ltd.,1.53,10113463.71,n/a,1997,Technology,Electrical Products,http://www.nasdaq.com/symbol/eltk
EMCI,"EMC Insurance Group, Inc.",29.1,383327316,n/a,1982,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/emci
EMCF,Emclaire Financial Corp,24.7,43550002.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/emcf
EMKR,EMCORE Corporation,4.92,131669059.7,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/emkr
EMMS,Emmis Communications Corporation,2.35,98195165.95,n/a,1994,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/emms
EMMSP,Emmis Communications Corporation,13.91,18514084.81,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/emmsp
NYNY,"Empire Resorts, Inc.",4.76,172566993.2,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nyny
ERS,"Empire Resources, Inc.",3.5,30024228.5,n/a,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ers
ENTA,"Enanta Pharmaceuticals, Inc.",21.32,381876889.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/enta
ECPG,Encore Capital Group Inc,46.16,1173471350,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/ecpg
WIRE,Encore Wire Corporation,48.22,997710472.4,n/a,1992,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/wire
ENDP,Endo Health Solutions Inc.,64.37,7395412204,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/endp
ECYT,"Endocyte, Inc.",10.58,382399224.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ecyt
ELGX,"Endologix, Inc.",17.16,1090287387,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/elgx
EIGI,"Endurance International Group Holdings, Inc.",12.05,1521171708,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/eigi
ERII,"Energy Recovery, Inc.",4.71,240749426.9,n/a,2008,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/erii
EXXI,Energy XXI (Bermuda) Limited,27.45,2080902232,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/exxi
ENOC,"EnerNOC, Inc.",17.34,521816694.9,n/a,2007,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/enoc
ENG,ENGlobal Corporation,1.59,43061748.99,n/a,1991,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eng
ENPH,"Enphase Energy, Inc.",6.8,285883838.8,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/enph
ESGR,Enstar Group Limited,135,2244685365,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esgr
ENTG,"Entegris, Inc.",10.24,1419311227,n/a,2000,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/entg
ETRM,EnteroMedics Inc.,1.28,77690124.8,n/a,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/etrm
EBTC,Enterprise Bancorp Inc,19.02,189556496.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebtc
EFSC,Enterprise Financial Services Corporation,18.4,354685116,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/efsc
EGT,Entertainment Gaming Asia Incorporated,1.22,36630087.64,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/egt
ENMD,"EntreMed, Inc.",1.6301,44078603.31,n/a,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/enmd
ENTR,"Entropic Communications, Inc.",4.77,435304580.9,n/a,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/entr
ENVI,"Envivio, Inc.",2.82,77864052.12,n/a,1987,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/envi
ENZN,"Enzon Pharmaceuticals, Inc.",1.42,62576984.58,n/a,1984,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/enzn
ENZY          ,Enzymotec Ltd.,27.47,592385605.4,n/a,1992,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/enzy          
EONC,eOn Communications Corporation,1.04,3007277.52,n/a,2000,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/eonc
EPIQ,"EPIQ Systems, Inc.",15.93,553751714.5,n/a,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/epiq
EPZM,"Epizyme, Inc.",19.48,553607730.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epzm
PLUS,ePlus inc.,54.45,444911276.7,n/a,1996,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/plus
EQIX,"Equinix, Inc.",160.62,7995139818,n/a,2000,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/eqix
EAC           ,Erickson Air-Crane Incorporated,19.05,262659761.7,n/a,2001,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/eac           
ERIC,Ericsson,12.38,40915900000,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/eric
ERIE,Erie Indemnity Company,70.24,3270812417,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/erie
ESBF,ESB Financial Corporation,13.3,235141845.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/esbf
ESCA,"Escalade, Incorporated",9.79,132541650.7,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/esca
ESMC,Escalon Medical Corp.,1.51,11364909.3,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/esmc
ESPR,"Esperion Therapeutics, Inc.",12.81,196728460.5,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/espr
ESSA,"ESSA Bancorp, Inc.",10.85,131058354.4,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/essa
ESSX,Essex Rental Corporation,2.9,71756187.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/essx
